Case ID,Case Title,Case Type,Case Status,Case Assigned To,Case Start Date,Case Close Date,Parties Involved,Case Documents,Case Tasks,Case Notes
PI581,Specific song game sometimes.,Product Liability,Closed,Jerry Graham,2021-09-05,2022-01-09,[],"[{'Case ID': 'PI581', 'Document ID': 76875, 'Document Name': 'available.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI581', 'Document ID': 47428, 'Document Name': 'plant.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI581', 'Document ID': 80262, 'Document Name': 'huge.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI581', 'Document ID': 22019, 'Document Name': 'simply.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI581', 'Document ID': 16401, 'Document Name': 'Population yet.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 9, 18), 'Created By': 'James Santos', 'Date Last Modified': datetime.date(2022, 3, 11), 'Last Modified By': 'Ricardo Singleton'}, {'Case ID': 'PI581', 'Document ID': 4417, 'Document Name': 'Standard by fall detail.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 12, 8), 'Created By': 'Amanda Lane', 'Date Last Modified': datetime.date(2023, 5, 23), 'Last Modified By': 'Marcus Stone'}, {'Case ID': 'PI581', 'Document ID': 4763, 'Document Name': 'Successful serve fire.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2021, 12, 3), 'Created By': 'Shawn Murphy', 'Date Last Modified': datetime.date(2023, 3, 22), 'Last Modified By': 'Todd Russell'}, {'Case ID': 'PI581', 'Document ID': 2184, 'Document Name': 'Property step college through.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 1, 4), 'Created By': 'Dr. Barbara Thompson', 'Date Last Modified': datetime.date(2022, 10, 31), 'Last Modified By': 'Steve Rice'}, {'Case ID': 'PI581', 'Document ID': 38876, 'Document Name': 'Size skill alone live.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 11, 13), 'Created By': 'Jose Rhodes', 'Date Last Modified': datetime.date(2023, 5, 19), 'Last Modified By': 'Danielle Golden'}]","[{'Case ID': 'PI581', 'Task ID': 24736, 'Task Description': 'Majority wonder baby event chair behind partner see ready space.', 'Assigned To': 'Crystal Gomez MD', 'Task Due Date': datetime.date(2021, 11, 9), 'Task Status': 'Pending'}, {'Case ID': 'PI581', 'Task ID': 98419, 'Task Description': 'Information detail view move begin fall report police.', 'Assigned To': 'Dillon Gonzalez', 'Task Due Date': datetime.date(2021, 9, 22), 'Task Status': 'Completed'}, {'Case ID': 'PI581', 'Task ID': 56345, 'Task Description': 'Theory fight music manage player short hope after imagine respond.', 'Assigned To': 'Ryan Duran', 'Task Due Date': datetime.date(2021, 11, 13), 'Task Status': 'Pending'}]","[{'Case ID': 'PI581', 'Note ID': 18860, 'Note Content': 'Common such scene keep without central involve future. List church protect avoid research rest near list. Town paper order should.', 'Created By': 'Mariah Smith', 'Date Created': datetime.date(2021, 12, 30)}, {'Case ID': 'PI581', 'Note ID': 43241, 'Note Content': 'Past in court thought.', 'Created By': 'Mary Reed', 'Date Created': datetime.date(2021, 10, 30)}]"
PI582,Just prove someone serious speech yard most.,Product Liability,Closed,Sandra Long,2022-09-25,2023-05-09,[],"[{'Case ID': 'PI582', 'Document ID': 37417, 'Document Name': 'Attack glass.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 4, 26), 'Created By': 'Joan Briggs', 'Date Last Modified': datetime.date(2023, 5, 31), 'Last Modified By': 'Michael Morse'}]","[{'Case ID': 'PI582', 'Task ID': 11025, 'Task Description': 'Health safe effort seven weight help.', 'Assigned To': 'Madison Sullivan', 'Task Due Date': datetime.date(2022, 10, 4), 'Task Status': 'Pending'}]","[{'Case ID': 'PI582', 'Note ID': 56417, 'Note Content': 'Him light fly common. Number environmental theory easy three home. Remain Congress song task.', 'Created By': 'Bob Mitchell', 'Date Created': datetime.date(2023, 3, 4)}, {'Case ID': 'PI582', 'Note ID': 76145, 'Note Content': 'Project practice worry hit history. Something international room bag point strong. Attack they dinner new.', 'Created By': 'James Howard', 'Date Created': datetime.date(2023, 1, 8)}, {'Case ID': 'PI582', 'Note ID': 48976, 'Note Content': 'Price drug technology tonight beyond each. Speak learn almost dog region late book. Model meeting certain later present.', 'Created By': 'Brandon Peters', 'Date Created': datetime.date(2023, 2, 28)}, {'Case ID': 'PI582', 'Note ID': 39711, 'Note Content': 'Someone end position example receive foreign appear. Girl concern free yet cell.', 'Created By': 'Dillon Austin', 'Date Created': datetime.date(2022, 10, 21)}]"
PI583,Son his smile near.,Slip and Fall,In Progress,Nicole Moore,2021-09-07,2022-10-19,[],"[{'Case ID': 'PI583', 'Document ID': 26377, 'Document Name': 'with.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI583', 'Document ID': 4340, 'Document Name': 'guy.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI583', 'Document ID': 30841, 'Document Name': 'man.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI583', 'Document ID': 47357, 'Document Name': 'better.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI583', 'Document ID': 43471, 'Document Name': 'Southern far about factor cold.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 3, 20), 'Created By': 'Sarah Thomas', 'Date Last Modified': datetime.date(2022, 5, 12), 'Last Modified By': 'Victoria Rios'}, {'Case ID': 'PI583', 'Document ID': 68540, 'Document Name': 'Maintain behavior.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 10, 15), 'Created By': 'Alexander Perez', 'Date Last Modified': datetime.date(2023, 5, 20), 'Last Modified By': 'Sheri Burns'}, {'Case ID': 'PI583', 'Document ID': 68559, 'Document Name': 'Protect international money.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 4, 8), 'Created By': 'Megan Bruce', 'Date Last Modified': datetime.date(2023, 4, 2), 'Last Modified By': 'Andrew Michael'}]","[{'Case ID': 'PI583', 'Task ID': 92339, 'Task Description': 'Way organization dream close moment stand.', 'Assigned To': 'Anthony Sharp', 'Task Due Date': datetime.date(2021, 11, 2), 'Task Status': 'Pending'}, {'Case ID': 'PI583', 'Task ID': 74851, 'Task Description': 'Share customer partner tend star coach training garden pattern.', 'Assigned To': 'Rodney Wall', 'Task Due Date': datetime.date(2021, 9, 23), 'Task Status': 'Pending'}, {'Case ID': 'PI583', 'Task ID': 61994, 'Task Description': 'Now season democratic finally police agent from either of fear.', 'Assigned To': 'Joshua Sandoval', 'Task Due Date': datetime.date(2022, 3, 26), 'Task Status': 'Completed'}]","[{'Case ID': 'PI583', 'Note ID': 9538, 'Note Content': 'Take eat resource capital. Call drive brother measure language.', 'Created By': 'Bryan Yates', 'Date Created': datetime.date(2022, 8, 14)}, {'Case ID': 'PI583', 'Note ID': 35139, 'Note Content': 'Law painting yard third image physical. Third thing gun between.', 'Created By': 'Hannah Newton', 'Date Created': datetime.date(2022, 1, 14)}, {'Case ID': 'PI583', 'Note ID': 25904, 'Note Content': 'Prevent international I idea.', 'Created By': 'Jennifer Tucker', 'Date Created': datetime.date(2022, 2, 5)}]"
PI584,Necessary performance why maintain safe particularly nice.,Motor Vehicle Accident,Closed,Sarah White,2021-11-29,2022-04-28,[],"[{'Case ID': 'PI584', 'Document ID': 71683, 'Document Name': 'question.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI584', 'Document ID': 5268, 'Document Name': 'central.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI584', 'Document ID': 89767, 'Document Name': 'exactly.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI584', 'Document ID': 43636, 'Document Name': 'save.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI584', 'Document ID': 81022, 'Document Name': 'Wife wall.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 3, 12), 'Created By': 'Robert Evans', 'Date Last Modified': datetime.date(2023, 3, 25), 'Last Modified By': 'Sandy Velazquez'}, {'Case ID': 'PI584', 'Document ID': 74756, 'Document Name': 'Wear house design suddenly.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 3, 15), 'Created By': 'Joseph Rodriguez', 'Date Last Modified': datetime.date(2022, 8, 26), 'Last Modified By': 'Brooke Arias'}]","[{'Case ID': 'PI584', 'Task ID': 98256, 'Task Description': 'Very south national apply agreement process education eye level.', 'Assigned To': 'Monica Hudson', 'Task Due Date': datetime.date(2022, 4, 22), 'Task Status': 'Completed'}, {'Case ID': 'PI584', 'Task ID': 7980, 'Task Description': 'Ten another medical medical everyone real student east add.', 'Assigned To': 'Lindsay Brown MD', 'Task Due Date': datetime.date(2022, 4, 7), 'Task Status': 'Completed'}]","[{'Case ID': 'PI584', 'Note ID': 46291, 'Note Content': 'Bit society particular huge do send. Lay cultural party expect who determine. Control mention begin building leave the season front.', 'Created By': 'Joseph Walker', 'Date Created': datetime.date(2022, 3, 23)}, {'Case ID': 'PI584', 'Note ID': 23400, 'Note Content': 'Campaign idea before child vote. West area realize economic lot real. Indeed level police.', 'Created By': 'Sharon Braun', 'Date Created': datetime.date(2022, 4, 1)}, {'Case ID': 'PI584', 'Note ID': 2850, 'Note Content': 'Include school foot fire experience. Member than off. Language company then thing. Fill food according church yeah ten.', 'Created By': 'Marisa Gilbert', 'Date Created': datetime.date(2022, 1, 8)}, {'Case ID': 'PI584', 'Note ID': 52412, 'Note Content': 'Imagine serious son over high doctor. Job chance list job manager people hard.', 'Created By': 'Megan Harmon', 'Date Created': datetime.date(2022, 3, 17)}]"
PI585,Country staff claim policy thus oil however task.,Motor Vehicle Accident,In Progress,Allison Howard,2021-06-04,2021-08-14,[],"[{'Case ID': 'PI585', 'Document ID': 77690, 'Document Name': 'huge.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI585', 'Document ID': 57501, 'Document Name': 'store.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI585', 'Document ID': 10902, 'Document Name': 'produce.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI585', 'Document ID': 21482, 'Document Name': 'all.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI585', 'Document ID': 7793, 'Document Name': 'leg.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI585', 'Document ID': 91208, 'Document Name': 'Pretty marriage usually director.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2021, 6, 4), 'Created By': 'Thomas Fischer', 'Date Last Modified': datetime.date(2023, 5, 3), 'Last Modified By': 'Lindsey Norris'}, {'Case ID': 'PI585', 'Document ID': 93856, 'Document Name': 'In suddenly push stuff.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 6, 22), 'Created By': 'Roy Fuller', 'Date Last Modified': datetime.date(2021, 7, 2), 'Last Modified By': 'Jessica Warner'}, {'Case ID': 'PI585', 'Document ID': 44561, 'Document Name': 'Friend coach better make bill.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 8, 1), 'Created By': 'Katie Davis', 'Date Last Modified': datetime.date(2021, 10, 14), 'Last Modified By': 'Lawrence Peterson'}]","[{'Case ID': 'PI585', 'Task ID': 31439, 'Task Description': 'Anyone right page easy condition ago fly culture.', 'Assigned To': 'Jacqueline Harris', 'Task Due Date': datetime.date(2021, 7, 26), 'Task Status': 'Completed'}]","[{'Case ID': 'PI585', 'Note ID': 43616, 'Note Content': 'Tax believe practice up safe ok. Start side responsibility deal standard. Couple election everybody establish him trial bill. Response its yes us member author author.', 'Created By': 'Wayne Gilbert', 'Date Created': datetime.date(2021, 7, 10)}, {'Case ID': 'PI585', 'Note ID': 82382, 'Note Content': 'Price war may here. Service them police use weight. Continue put sing in person now nothing.', 'Created By': 'Anthony Harris', 'Date Created': datetime.date(2021, 7, 23)}]"
PI586,Bring man before message challenge how.,Motor Vehicle Accident,Open,Todd Wagner,2022-01-04,2022-06-15,[],"[{'Case ID': 'PI586', 'Document ID': 68755, 'Document Name': 'Open let necessary continue president.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 1, 18), 'Created By': 'Kerry Schmidt', 'Date Last Modified': datetime.date(2022, 3, 28), 'Last Modified By': 'Aaron King'}, {'Case ID': 'PI586', 'Document ID': 53235, 'Document Name': 'Assume either budget.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 4, 7), 'Created By': 'Kathy Stevens', 'Date Last Modified': datetime.date(2023, 4, 12), 'Last Modified By': 'Patrick Lyons'}, {'Case ID': 'PI586', 'Document ID': 19643, 'Document Name': 'Pass style arm.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 6, 10), 'Created By': 'Julie Smith', 'Date Last Modified': datetime.date(2023, 3, 5), 'Last Modified By': 'Cody Conley'}, {'Case ID': 'PI586', 'Document ID': 17188, 'Document Name': 'No school us.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 5, 25), 'Created By': 'Robert Murphy', 'Date Last Modified': datetime.date(2022, 10, 29), 'Last Modified By': 'Ronald Li'}]","[{'Case ID': 'PI586', 'Task ID': 65218, 'Task Description': 'Doctor reality hit why film.', 'Assigned To': 'Kimberly Chapman', 'Task Due Date': datetime.date(2022, 6, 11), 'Task Status': 'Completed'}]","[{'Case ID': 'PI586', 'Note ID': 70552, 'Note Content': 'Clear challenge meet sure black. Mention worker action story include network glass final.', 'Created By': 'Adam Hudson', 'Date Created': datetime.date(2022, 2, 8)}, {'Case ID': 'PI586', 'Note ID': 20807, 'Note Content': 'Safe particular especially customer. Cell early various old.', 'Created By': 'Lori Murphy', 'Date Created': datetime.date(2022, 1, 28)}, {'Case ID': 'PI586', 'Note ID': 20521, 'Note Content': 'Poor magazine knowledge low smile thing plant. Movie team rock learn continue address. Everything clear form husband season concern green.', 'Created By': 'Jacob Carney', 'Date Created': datetime.date(2022, 1, 16)}]"
PI587,For share least.,Slip and Fall,In Progress,Lisa Anderson,2023-02-15,2023-04-27,[],"[{'Case ID': 'PI587', 'Document ID': 31425, 'Document Name': 'Be change house art likely.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2023, 4, 26), 'Created By': 'Kathryn Shaw', 'Date Last Modified': datetime.date(2023, 5, 29), 'Last Modified By': 'Alexandra Merritt'}, {'Case ID': 'PI587', 'Document ID': 64110, 'Document Name': 'Something remain attention form.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 4, 18), 'Created By': 'Nichole Henderson', 'Date Last Modified': datetime.date(2023, 5, 23), 'Last Modified By': 'Joshua Walker'}, {'Case ID': 'PI587', 'Document ID': 78290, 'Document Name': 'Line pay whether.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 4, 5), 'Created By': 'Maurice Griffith', 'Date Last Modified': datetime.date(2023, 5, 13), 'Last Modified By': 'Garrett Murray'}]","[{'Case ID': 'PI587', 'Task ID': 59113, 'Task Description': 'Safe religious remain factor store suggest perform understand participant style.', 'Assigned To': 'Anna Jordan', 'Task Due Date': datetime.date(2023, 2, 19), 'Task Status': 'Pending'}]","[{'Case ID': 'PI587', 'Note ID': 15000, 'Note Content': 'Particular true case soldier. Wait face bit movement responsibility around last. From maybe draw quickly.', 'Created By': 'Mrs. Kaylee Kennedy', 'Date Created': datetime.date(2023, 3, 2)}, {'Case ID': 'PI587', 'Note ID': 97507, 'Note Content': 'Sister second wait policy your. Join serve campaign prepare will language bar. Woman Mrs entire hotel.', 'Created By': 'Todd Rodriguez', 'Date Created': datetime.date(2023, 3, 26)}, {'Case ID': 'PI587', 'Note ID': 64620, 'Note Content': 'So son child off hear raise. Program time believe.', 'Created By': 'Jordan Clark', 'Date Created': datetime.date(2023, 3, 20)}, {'Case ID': 'PI587', 'Note ID': 48092, 'Note Content': 'Page over argue hotel theory arm close. Wind store pick audience receive blue night. In certain protect.', 'Created By': 'Jasmine Reynolds', 'Date Created': datetime.date(2023, 4, 18)}]"
PI588,Can that full six factor.,Motor Vehicle Accident,Closed,Johnny Holt,2021-11-22,2022-05-04,[],"[{'Case ID': 'PI588', 'Document ID': 39492, 'Document Name': 'While interesting leg.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 11, 22), 'Created By': 'Angela Johnson', 'Date Last Modified': datetime.date(2022, 4, 19), 'Last Modified By': 'Brent Powell'}, {'Case ID': 'PI588', 'Document ID': 53094, 'Document Name': 'Song receive none other significant.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 4, 19), 'Created By': 'Allison Dean', 'Date Last Modified': datetime.date(2022, 8, 31), 'Last Modified By': 'Mary Fowler'}, {'Case ID': 'PI588', 'Document ID': 20973, 'Document Name': 'Continue several social less.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 4, 8), 'Created By': 'Michael Ramos', 'Date Last Modified': datetime.date(2022, 12, 16), 'Last Modified By': 'Margaret Burke'}, {'Case ID': 'PI588', 'Document ID': 90911, 'Document Name': 'Military test project his.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 12, 20), 'Created By': 'Richard Williams', 'Date Last Modified': datetime.date(2023, 4, 16), 'Last Modified By': 'Brian Watkins'}, {'Case ID': 'PI588', 'Document ID': 77216, 'Document Name': 'Deep Republican TV area.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 4, 7), 'Created By': 'Katherine Dominguez', 'Date Last Modified': datetime.date(2023, 3, 30), 'Last Modified By': 'Angela Patterson'}]","[{'Case ID': 'PI588', 'Task ID': 300, 'Task Description': 'Deal consider race system.', 'Assigned To': 'Tina Miller', 'Task Due Date': datetime.date(2022, 2, 19), 'Task Status': 'Pending'}]","[{'Case ID': 'PI588', 'Note ID': 83312, 'Note Content': 'Look interesting different space. Office perhaps will picture success.', 'Created By': 'Victoria Villarreal', 'Date Created': datetime.date(2022, 1, 4)}, {'Case ID': 'PI588', 'Note ID': 38371, 'Note Content': 'Adult involve somebody six line. Again begin page purpose street away. Growth office hand reality gas specific.', 'Created By': 'Joseph Ortega', 'Date Created': datetime.date(2022, 4, 19)}, {'Case ID': 'PI588', 'Note ID': 28580, 'Note Content': 'Interesting industry rest end good base beat. Baby may manage near until including. American use main could cost notice.', 'Created By': 'Elizabeth Smith', 'Date Created': datetime.date(2021, 12, 28)}, {'Case ID': 'PI588', 'Note ID': 78113, 'Note Content': 'Participant arm far carry news culture board large. Despite why line finally.', 'Created By': 'Jeremiah Miller', 'Date Created': datetime.date(2022, 3, 22)}, {'Case ID': 'PI588', 'Note ID': 47604, 'Note Content': 'Still north side truth center most check however. Film policy win matter. Industry age discussion student international test.', 'Created By': 'Steven Zuniga', 'Date Created': datetime.date(2021, 12, 10)}]"
PI589,Far letter still design other ability.,Motor Vehicle Accident,Open,Maurice Campos,2021-12-17,2022-01-12,[],"[{'Case ID': 'PI589', 'Document ID': 4277, 'Document Name': 'key.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI589', 'Document ID': 79322, 'Document Name': 'herself.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI589', 'Document ID': 96580, 'Document Name': 'Become president wind effect.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2021, 12, 27), 'Created By': 'James Jackson', 'Date Last Modified': datetime.date(2022, 6, 9), 'Last Modified By': 'Mark Sanchez'}, {'Case ID': 'PI589', 'Document ID': 33036, 'Document Name': 'Book go value throughout southern.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 12, 22), 'Created By': 'Javier Bean', 'Date Last Modified': datetime.date(2022, 10, 4), 'Last Modified By': 'Reginald Smith'}]","[{'Case ID': 'PI589', 'Task ID': 30659, 'Task Description': 'Image open rest bad purpose series officer.', 'Assigned To': 'Anthony White', 'Task Due Date': datetime.date(2021, 12, 27), 'Task Status': 'Pending'}]","[{'Case ID': 'PI589', 'Note ID': 24565, 'Note Content': 'His Congress notice south fund. Represent shake world.', 'Created By': 'Mary Lee', 'Date Created': datetime.date(2021, 12, 28)}, {'Case ID': 'PI589', 'Note ID': 8813, 'Note Content': 'Strong environmental job resource task social tough your. Thought west operation dark seat officer plant. Rather measure shake.', 'Created By': 'Selena Walker', 'Date Created': datetime.date(2022, 1, 9)}, {'Case ID': 'PI589', 'Note ID': 5760, 'Note Content': 'Prevent power any team. Lead visit by right. Understand all necessary step.', 'Created By': 'Tiffany Kirby', 'Date Created': datetime.date(2022, 1, 4)}, {'Case ID': 'PI589', 'Note ID': 94506, 'Note Content': 'Answer but couple. Two experience product market federal. Instead at seek act.', 'Created By': 'Wanda Ortiz', 'Date Created': datetime.date(2022, 1, 2)}, {'Case ID': 'PI589', 'Note ID': 26318, 'Note Content': 'Involve wall environment time among. Pm race blue just. Statement best commercial white.', 'Created By': 'Susan Barker MD', 'Date Created': datetime.date(2021, 12, 30)}]"
PI590,Mean team yard worker standard again join.,Product Liability,Closed,Xavier Bennett,2021-09-01,2022-02-26,[],"[{'Case ID': 'PI590', 'Document ID': 35219, 'Document Name': 'former.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI590', 'Document ID': 5957, 'Document Name': 'lose.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI590', 'Document ID': 9322, 'Document Name': 'trade.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI590', 'Document ID': 98600, 'Document Name': 'Behind itself business ahead indeed.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 12, 1), 'Created By': 'Richard Burns', 'Date Last Modified': datetime.date(2022, 8, 4), 'Last Modified By': 'Misty Dean'}]","[{'Case ID': 'PI590', 'Task ID': 15247, 'Task Description': 'Task give office so also.', 'Assigned To': 'Jerry Schroeder', 'Task Due Date': datetime.date(2021, 11, 1), 'Task Status': 'Completed'}]","[{'Case ID': 'PI590', 'Note ID': 29284, 'Note Content': 'None attention address. Wall in wait walk why dinner. Democratic safe prove identify check meeting learn spend. Win ok example.', 'Created By': 'Richard Barton', 'Date Created': datetime.date(2022, 1, 7)}, {'Case ID': 'PI590', 'Note ID': 82723, 'Note Content': 'Friend former type sense who official follow quickly. Company position method wonder energy doctor.', 'Created By': 'Monica Wood', 'Date Created': datetime.date(2021, 10, 28)}, {'Case ID': 'PI590', 'Note ID': 78809, 'Note Content': 'Professional lot parent difference two. Worker value talk receive degree suggest cultural.', 'Created By': 'Robert Reese', 'Date Created': datetime.date(2022, 2, 3)}, {'Case ID': 'PI590', 'Note ID': 84719, 'Note Content': 'South take performance minute system join everything. Would deal with agent attention.', 'Created By': 'Timothy Hudson', 'Date Created': datetime.date(2021, 12, 11)}, {'Case ID': 'PI590', 'Note ID': 11133, 'Note Content': 'Leave enter high rock. Prepare social college lead model.', 'Created By': 'Deborah Wells', 'Date Created': datetime.date(2021, 11, 18)}]"
PI591,Loss strategy growth prove head reduce.,Product Liability,In Progress,Jamie Larsen,2021-09-19,2023-03-01,[],"[{'Case ID': 'PI591', 'Document ID': 98776, 'Document Name': 'ahead.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI591', 'Document ID': 72108, 'Document Name': 'protect.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI591', 'Document ID': 20315, 'Document Name': 'leader.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI591', 'Document ID': 24751, 'Document Name': 'and.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI591', 'Document ID': 8616, 'Document Name': 'Another single successful right how.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 3, 3), 'Created By': 'Gregory Moore', 'Date Last Modified': datetime.date(2023, 4, 19), 'Last Modified By': 'Clayton Arnold'}]","[{'Case ID': 'PI591', 'Task ID': 49369, 'Task Description': 'Relationship share contain we instead low.', 'Assigned To': 'Holly Williams', 'Task Due Date': datetime.date(2023, 2, 26), 'Task Status': 'Pending'}, {'Case ID': 'PI591', 'Task ID': 44615, 'Task Description': 'Her scientist list doctor blue.', 'Assigned To': 'Gary Garcia', 'Task Due Date': datetime.date(2023, 2, 24), 'Task Status': 'Completed'}, {'Case ID': 'PI591', 'Task ID': 17862, 'Task Description': 'Degree assume run hold others interview former ball.', 'Assigned To': 'Evelyn Johnson', 'Task Due Date': datetime.date(2022, 6, 2), 'Task Status': 'Pending'}]","[{'Case ID': 'PI591', 'Note ID': 84165, 'Note Content': 'Never hit base just. System level message put most marriage. Quality despite until recognize. Heavy food soon each agreement voice.', 'Created By': 'Heather Brown', 'Date Created': datetime.date(2022, 11, 8)}, {'Case ID': 'PI591', 'Note ID': 48928, 'Note Content': 'Course assume reality discover other. Responsibility else fine authority him want role.', 'Created By': 'Sarah Mendoza', 'Date Created': datetime.date(2022, 5, 1)}, {'Case ID': 'PI591', 'Note ID': 81488, 'Note Content': 'One dog fill land whether focus interview. Many war much in policy human. Its little relate real education. Benefit forward record through campaign participant try.', 'Created By': 'Mario Morris', 'Date Created': datetime.date(2022, 9, 27)}, {'Case ID': 'PI591', 'Note ID': 95382, 'Note Content': 'Four listen less catch simple line. Until concern take soon chance local bring. Value word main nature catch.', 'Created By': 'Dr. Scott Duran', 'Date Created': datetime.date(2022, 4, 16)}, {'Case ID': 'PI591', 'Note ID': 97635, 'Note Content': 'Fall north worker magazine. Image top step thought sense. Seat include front me still answer. Ball individual cut action sport our.', 'Created By': 'Heather Schmidt', 'Date Created': datetime.date(2021, 12, 22)}]"
